GEOID,x_coords,y_coords
4013216901,"[-112.8663, -112.79129999999999, -112.79129999999999, -112.8663, -112.9413, -112.9413, -112.8663]","[34.75314134494853, 34.70984007475931, 34.62323753438086, 34.579936264191645, 34.62323753438086, 34.70984007475931, 34.75314134494853]"
4013318501,"[-113.2413, -113.16629999999999, -113.16629999999999, -113.2413, -113.3163, -113.3163, -113.2413]","[32.804584186433544, 32.761282916244326, 32.674680375865876, 32.63137910567666, 32.674680375865876, 32.761282916244326, 32.804584186433544]"
4013320002,"[-113.0163, -112.9413, -112.9413, -113.0163, -113.0913, -113.0913, -113.0163]","[32.501475295108996, 32.45817402491978, 32.37157148454133, 32.32827021435211, 32.37157148454133, 32.45817402491978, 32.501475295108996]"
4013421400,"[-112.8663, -112.79129999999999, -112.79129999999999, -112.8663, -112.9413, -112.9413, -112.8663]","[32.32827021435211, 32.28496894416289, 32.19836640378444, 32.15506513359522, 32.19836640378444, 32.28496894416289, 32.32827021435211]"
4013422217,"[-113.16629999999999, -113.09129999999999, -113.09129999999999, -113.16629999999999, -113.2413, -113.2413, -113.16629999999999]","[32.67468037586588, 32.631379105676665, 32.544776565298214, 32.501475295108996, 32.544776565298214, 32.631379105676665, 32.67468037586588]"
4013422610,"[-112.6413, -112.5663, -112.5663, -112.6413, -112.7163, -112.7163, -112.6413]","[32.111763863406, 32.06846259321678, 31.981860052838332, 31.93855878264911, 31.981860052838332, 32.06846259321678, 32.111763863406]"
4013941000,"[-113.3163, -113.2413, -113.2413, -113.3163, -113.3913, -113.3913, -113.3163]","[32.93448799700121, 32.891186726811995, 32.804584186433544, 32.761282916244326, 32.804584186433544, 32.891186726811995, 32.93448799700121]"
4013941200,"[-112.5663, -112.4913, -112.4913, -112.5663, -112.6413, -112.6413, -112.5663]","[35.01294896608387, 34.96964769589465, 34.8830451555162, 34.83974388532698, 34.8830451555162, 34.96964769589465, 35.01294896608387]"
4021001500,"[-112.7163, -112.6413, -112.6413, -112.7163, -112.7913, -112.7913, -112.7163]","[32.15506513359522, 32.111763863406004, 32.025161323027554, 31.981860052838336, 32.025161323027554, 32.111763863406004, 32.15506513359522]"
4021001600,"[-112.79129999999999, -112.71629999999999, -112.71629999999999, -112.79129999999999, -112.8663, -112.8663, -112.79129999999999]","[32.19836640378444, 32.15506513359522, 32.06846259321677, 32.025161323027554, 32.06846259321677, 32.15506513359522, 32.19836640378444]"
4021000400,"[-112.6413, -112.5663, -112.5663, -112.6413, -112.7163, -112.7163, -112.6413]","[32.025161323027554, 31.98186005283833, 31.895257512459885, 31.851956242270663, 31.895257512459885, 31.98186005283833, 32.025161323027554]"
4015951900,"[-114.5913, -114.5163, -114.5163, -114.5913, -114.6663, -114.6663, -114.5913]","[35.05625023627309, 35.01294896608387, 34.92634642570542, 34.8830451555162, 34.92634642570542, 35.01294896608387, 35.05625023627309]"
4015940400,"[-113.6163, -113.54129999999999, -113.54129999999999, -113.6163, -113.6913, -113.6913, -113.6163]","[35.09955150646231, 35.056250236273094, 34.96964769589464, 34.926346425705425, 34.96964769589464, 35.056250236273094, 35.09955150646231]"
4015952600,"[-114.29129999999999, -114.21629999999999, -114.21629999999999, -114.29129999999999, -114.3663, -114.3663, -114.29129999999999]","[34.62323753438086, 34.579936264191645, 34.493333723813194, 34.450032453623976, 34.493333723813194, 34.579936264191645, 34.62323753438086]"
4007000302,"[-112.6413, -112.5663, -112.5663, -112.6413, -112.7163, -112.7163, -112.6413]","[34.96964769589464, 34.926346425705425, 34.839743885326975, 34.79644261513776, 34.839743885326975, 34.926346425705425, 34.96964769589464]"
4003000700,"[-112.4913, -112.41629999999999, -112.41629999999999, -112.4913, -112.5663, -112.5663, -112.4913]","[31.418943540378443, 31.37564227018922, 31.289039729810778, 31.245738459621556, 31.289039729810778, 31.37564227018922, 31.418943540378443]"
4003001000,"[-112.4913, -112.41629999999999, -112.41629999999999, -112.4913, -112.5663, -112.5663, -112.4913]","[31.678751161513773, 31.63544989132455, 31.548847350946108, 31.505546080756886, 31.548847350946108, 31.63544989132455, 31.678751161513773]"
4003001200,"[-112.4913, -112.41629999999999, -112.41629999999999, -112.4913, -112.5663, -112.5663, -112.4913]","[31.59214862113533, 31.548847350946108, 31.462244810567665, 31.418943540378443, 31.462244810567665, 31.548847350946108, 31.59214862113533]"
4003000400,"[-112.4913, -112.41629999999999, -112.41629999999999, -112.4913, -112.5663, -112.5663, -112.4913]","[31.505546080756886, 31.462244810567665, 31.37564227018922, 31.332341, 31.37564227018922, 31.462244810567665, 31.505546080756886]"
4003000600,"[-112.5663, -112.4913, -112.4913, -112.5663, -112.6413, -112.6413, -112.5663]","[31.548847350946108, 31.505546080756886, 31.418943540378443, 31.37564227018922, 31.418943540378443, 31.505546080756886, 31.548847350946108]"
4003001900,"[-112.5663, -112.4913, -112.4913, -112.5663, -112.6413, -112.6413, -112.5663]","[31.63544989132455, 31.59214862113533, 31.505546080756886, 31.462244810567665, 31.505546080756886, 31.59214862113533, 31.63544989132455]"
4003002100,"[-112.5663, -112.4913, -112.4913, -112.5663, -112.6413, -112.6413, -112.5663]","[31.462244810567665, 31.418943540378443, 31.332341, 31.289039729810778, 31.332341, 31.418943540378443, 31.462244810567665]"
4003001100,"[-112.5663, -112.4913, -112.4913, -112.5663, -112.6413, -112.6413, -112.5663]","[31.722052431702995, 31.678751161513773, 31.59214862113533, 31.548847350946108, 31.59214862113533, 31.678751161513773, 31.722052431702995]"
4003000800,"[-112.5663, -112.4913, -112.4913, -112.5663, -112.6413, -112.6413, -112.5663]","[31.80865497208144, 31.76535370189222, 31.678751161513777, 31.635449891324555, 31.678751161513777, 31.76535370189222, 31.80865497208144]"
4021941402,"[-112.7163, -112.6413, -112.6413, -112.7163, -112.7913, -112.7913, -112.7163]","[32.06846259321677, 32.025161323027554, 31.938558782649107, 31.895257512459885, 31.938558782649107, 32.025161323027554, 32.06846259321677]"
4021002107,"[-112.5663, -112.4913, -112.4913, -112.5663, -112.6413, -112.6413, -112.5663]","[31.895257512459885, 31.851956242270663, 31.76535370189222, 31.722052431703, 31.76535370189222, 31.851956242270663, 31.895257512459885]"
4021000217,"[-112.9413, -112.8663, -112.8663, -112.9413, -113.0163, -113.0163, -112.9413]","[32.37157148454133, 32.32827021435211, 32.24166767397366, 32.19836640378444, 32.24166767397366, 32.32827021435211, 32.37157148454133]"
4021001714,"[-112.8663, -112.79129999999999, -112.79129999999999, -112.8663, -112.9413, -112.9413, -112.8663]","[32.241667673973666, 32.19836640378445, 32.111763863406, 32.06846259321678, 32.111763863406, 32.19836640378445, 32.241667673973666]"
4021002005,"[-112.6413, -112.5663, -112.5663, -112.6413, -112.7163, -112.7163, -112.6413]","[31.938558782649107, 31.895257512459885, 31.80865497208144, 31.76535370189222, 31.80865497208144, 31.895257512459885, 31.938558782649107]"
4021001309,"[-112.79129999999999, -112.71629999999999, -112.71629999999999, -112.79129999999999, -112.8663, -112.8663, -112.79129999999999]","[32.111763863406, 32.06846259321678, 31.981860052838332, 31.93855878264911, 31.981860052838332, 32.06846259321678, 32.111763863406]"
4021001307,"[-112.9413, -112.8663, -112.8663, -112.9413, -113.0163, -113.0163, -112.9413]","[32.284968944162884, 32.241667673973666, 32.155065133595215, 32.111763863406, 32.155065133595215, 32.241667673973666, 32.284968944162884]"
4021000804,"[-112.7163, -112.6413, -112.6413, -112.7163, -112.7913, -112.7913, -112.7163]","[31.98186005283833, 31.938558782649107, 31.851956242270663, 31.80865497208144, 31.851956242270663, 31.938558782649107, 31.98186005283833]"
4021001310,"[-113.0163, -112.9413, -112.9413, -113.0163, -113.0913, -113.0913, -113.0163]","[32.41487275473055, 32.371571484541334, 32.284968944162884, 32.241667673973666, 32.284968944162884, 32.371571484541334, 32.41487275473055]"
4021000903,"[-112.8663, -112.79129999999999, -112.79129999999999, -112.8663, -112.9413, -112.9413, -112.8663]","[32.15506513359522, 32.111763863406004, 32.025161323027554, 31.981860052838336, 32.025161323027554, 32.111763863406004, 32.15506513359522]"
4021002004,"[-112.6413, -112.5663, -112.5663, -112.6413, -112.7163, -112.7163, -112.6413]","[31.851956242270663, 31.80865497208144, 31.722052431703, 31.678751161513777, 31.722052431703, 31.80865497208144, 31.851956242270663]"
4021000805,"[-113.0913, -113.0163, -113.0163, -113.0913, -113.1663, -113.1663, -113.0913]","[32.544776565298214, 32.501475295108996, 32.414872754730546, 32.37157148454133, 32.414872754730546, 32.501475295108996, 32.544776565298214]"
4021000321,"[-112.7163, -112.6413, -112.6413, -112.7163, -112.7913, -112.7913, -112.7163]","[34.926346425705425, 34.88304515551621, 34.79644261513776, 34.75314134494854, 34.79644261513776, 34.88304515551621, 34.926346425705425]"
4021001712,"[-113.0913, -113.0163, -113.0163, -113.0913, -113.1663, -113.1663, -113.0913]","[32.45817402491977, 32.41487275473055, 32.3282702143521, 32.284968944162884, 32.3282702143521, 32.41487275473055, 32.45817402491977]"
4021001715,"[-113.16629999999999, -113.09129999999999, -113.09129999999999, -113.16629999999999, -113.2413, -113.2413, -113.16629999999999]","[32.58807783548744, 32.54477656529822, 32.45817402491977, 32.41487275473055, 32.45817402491977, 32.54477656529822, 32.58807783548744]"
4021941401,"[-113.0163, -112.9413, -112.9413, -113.0163, -113.0913, -113.0913, -113.0163]","[32.32827021435211, 32.28496894416289, 32.19836640378444, 32.15506513359522, 32.19836640378444, 32.28496894416289, 32.32827021435211]"
4021002106,"[-112.79129999999999, -112.71629999999999, -112.71629999999999, -112.79129999999999, -112.8663, -112.8663, -112.79129999999999]","[32.025161323027554, 31.98186005283833, 31.895257512459885, 31.851956242270663, 31.895257512459885, 31.98186005283833, 32.025161323027554]"
4021000806,"[-112.9413, -112.8663, -112.8663, -112.9413, -113.0163, -113.0163, -112.9413]","[32.19836640378444, 32.15506513359522, 32.06846259321677, 32.025161323027554, 32.06846259321677, 32.15506513359522, 32.19836640378444]"
4021000229,"[-112.8663, -112.79129999999999, -112.79129999999999, -112.8663, -112.9413, -112.9413, -112.8663]","[32.06846259321677, 32.025161323027554, 31.938558782649107, 31.895257512459885, 31.938558782649107, 32.025161323027554, 32.06846259321677]"
4021000325,"[-113.2413, -113.16629999999999, -113.16629999999999, -113.2413, -113.3163, -113.3163, -113.2413]","[32.7179816460551, 32.67468037586588, 32.58807783548743, 32.544776565298214, 32.58807783548743, 32.67468037586588, 32.7179816460551]"
4021001717,"[-113.16629999999999, -113.09129999999999, -113.09129999999999, -113.16629999999999, -113.2413, -113.2413, -113.16629999999999]","[32.501475295108996, 32.45817402491978, 32.37157148454133, 32.32827021435211, 32.37157148454133, 32.45817402491978, 32.501475295108996]"
4021000807,"[-112.7163, -112.6413, -112.6413, -112.7163, -112.7913, -112.7913, -112.7163]","[31.895257512459885, 31.851956242270663, 31.76535370189222, 31.722052431703, 31.76535370189222, 31.851956242270663, 31.895257512459885]"
4021000216,"[-113.0913, -113.0163, -113.0163, -113.0913, -113.1663, -113.1663, -113.0913]","[32.37157148454133, 32.32827021435211, 32.24166767397366, 32.19836640378444, 32.24166767397366, 32.32827021435211, 32.37157148454133]"
4021001716,"[-113.2413, -113.16629999999999, -113.16629999999999, -113.2413, -113.3163, -113.3163, -113.2413]","[32.63137910567666, 32.58807783548744, 32.50147529510899, 32.45817402491977, 32.50147529510899, 32.58807783548744, 32.63137910567666]"
4021000808,"[-112.79129999999999, -112.71629999999999, -112.71629999999999, -112.79129999999999, -112.8663, -112.8663, -112.79129999999999]","[31.938558782649107, 31.895257512459885, 31.80865497208144, 31.76535370189222, 31.80865497208144, 31.895257512459885, 31.938558782649107]"
4021000324,"[-112.9413, -112.8663, -112.8663, -112.9413, -113.0163, -113.0163, -112.9413]","[34.709840074759306, 34.66653880457009, 34.57993626419164, 34.53663499400242, 34.57993626419164, 34.66653880457009, 34.709840074759306]"
4021000904,"[-112.6413, -112.5663, -112.5663, -112.6413, -112.7163, -112.7163, -112.6413]","[31.76535370189222, 31.722052431703, 31.635449891324555, 31.592148621135333, 31.635449891324555, 31.722052431703, 31.76535370189222]"
4021000323,"[-112.79129999999999, -112.71629999999999, -112.71629999999999, -112.79129999999999, -112.8663, -112.8663, -112.79129999999999]","[34.8830451555162, 34.83974388532698, 34.75314134494853, 34.70984007475931, 34.75314134494853, 34.83974388532698, 34.8830451555162]"
4021000223,"[-113.0163, -112.9413, -112.9413, -113.0163, -113.0913, -113.0913, -113.0163]","[32.241667673973666, 32.19836640378445, 32.111763863406, 32.06846259321678, 32.111763863406, 32.19836640378445, 32.241667673973666]"
4021000224,"[-113.3163, -113.2413, -113.2413, -113.3163, -113.3913, -113.3913, -113.3163]","[32.84788545662277, 32.80458418643355, 32.7179816460551, 32.67468037586588, 32.7179816460551, 32.80458418643355, 32.84788545662277]"
4021000218,"[-112.9413, -112.8663, -112.8663, -112.9413, -113.0163, -113.0163, -112.9413]","[32.111763863406, 32.06846259321678, 31.981860052838332, 31.93855878264911, 31.981860052838332, 32.06846259321678, 32.111763863406]"
4021001308,"[-113.0913, -113.0163, -113.0163, -113.0913, -113.1663, -113.1663, -113.0913]","[32.284968944162884, 32.241667673973666, 32.155065133595215, 32.111763863406, 32.155065133595215, 32.241667673973666, 32.284968944162884]"
4021000222,"[-113.16629999999999, -113.09129999999999, -113.09129999999999, -113.16629999999999, -113.2413, -113.2413, -113.16629999999999]","[32.41487275473055, 32.371571484541334, 32.284968944162884, 32.241667673973666, 32.284968944162884, 32.371571484541334, 32.41487275473055]"
4021000221,"[-113.3163, -113.2413, -113.2413, -113.3163, -113.3913, -113.3913, -113.3163]","[32.761282916244326, 32.71798164605511, 32.63137910567666, 32.58807783548744, 32.63137910567666, 32.71798164605511, 32.761282916244326]"
4021000320,"[-113.0163, -112.9413, -112.9413, -113.0163, -113.0913, -113.0913, -113.0163]","[34.66653880457009, 34.62323753438087, 34.53663499400242, 34.4933337238132, 34.53663499400242, 34.62323753438087, 34.66653880457009]"
4021000225,"[-113.2413, -113.16629999999999, -113.16629999999999, -113.2413, -113.3163, -113.3163, -113.2413]","[32.544776565298214, 32.501475295108996, 32.414872754730546, 32.37157148454133, 32.414872754730546, 32.501475295108996, 32.544776565298214]"
4021000226,"[-112.8663, -112.79129999999999, -112.79129999999999, -112.8663, -112.9413, -112.9413, -112.8663]","[31.98186005283833, 31.938558782649107, 31.851956242270663, 31.80865497208144, 31.851956242270663, 31.938558782649107, 31.98186005283833]"
4021002105,"[-112.7163, -112.6413, -112.6413, -112.7163, -112.7913, -112.7913, -112.7163]","[31.80865497208144, 31.76535370189222, 31.678751161513777, 31.635449891324555, 31.678751161513777, 31.76535370189222, 31.80865497208144]"
4021002104,"[-112.79129999999999, -112.71629999999999, -112.71629999999999, -112.79129999999999, -112.8663, -112.8663, -112.79129999999999]","[31.851956242270663, 31.80865497208144, 31.722052431703, 31.678751161513777, 31.722052431703, 31.80865497208144, 31.851956242270663]"
4021000322,"[-113.3913, -113.3163, -113.3163, -113.3913, -113.4663, -113.4663, -113.3913]","[33.064391807568875, 33.021090537379656, 32.934487997001206, 32.89118672681199, 32.934487997001206, 33.021090537379656, 33.064391807568875]"
4021001713,"[-113.3163, -113.2413, -113.2413, -113.3163, -113.3913, -113.3913, -113.3163]","[32.67468037586588, 32.631379105676665, 32.544776565298214, 32.501475295108996, 32.544776565298214, 32.631379105676665, 32.67468037586588]"
4021000219,"[-113.3913, -113.3163, -113.3163, -113.3913, -113.4663, -113.4663, -113.3913]","[32.97778926719043, 32.93448799700121, 32.84788545662276, 32.804584186433544, 32.84788545662276, 32.93448799700121, 32.97778926719043]"
4021000220,"[-113.0163, -112.9413, -112.9413, -113.0163, -113.0913, -113.0913, -113.0163]","[32.15506513359522, 32.111763863406004, 32.025161323027554, 31.981860052838336, 32.025161323027554, 32.111763863406004, 32.15506513359522]"
4021000228,"[-112.9413, -112.8663, -112.8663, -112.9413, -113.0163, -113.0163, -112.9413]","[32.025161323027554, 31.98186005283833, 31.895257512459885, 31.851956242270663, 31.895257512459885, 31.98186005283833, 32.025161323027554]"
4021000227,"[-113.16629999999999, -113.09129999999999, -113.09129999999999, -113.16629999999999, -113.2413, -113.2413, -113.16629999999999]","[32.32827021435211, 32.28496894416289, 32.19836640378444, 32.15506513359522, 32.19836640378444, 32.28496894416289, 32.32827021435211]"
4023966111,"[-112.6413, -112.5663, -112.5663, -112.6413, -112.7163, -112.7163, -112.6413]","[31.505546080756886, 31.462244810567665, 31.37564227018922, 31.332341, 31.37564227018922, 31.462244810567665, 31.505546080756886]"
4023966110,"[-112.6413, -112.5663, -112.5663, -112.6413, -112.7163, -112.7163, -112.6413]","[31.59214862113533, 31.548847350946108, 31.462244810567665, 31.418943540378443, 31.462244810567665, 31.548847350946108, 31.59214862113533]"
4023966108,"[-112.6413, -112.5663, -112.5663, -112.6413, -112.7163, -112.7163, -112.6413]","[31.418943540378443, 31.37564227018922, 31.289039729810778, 31.245738459621556, 31.289039729810778, 31.37564227018922, 31.418943540378443]"
4023966107,"[-112.6413, -112.5663, -112.5663, -112.6413, -112.7163, -112.7163, -112.6413]","[31.678751161513773, 31.63544989132455, 31.548847350946108, 31.505546080756886, 31.548847350946108, 31.63544989132455, 31.678751161513773]"
4023966106,"[-112.7163, -112.6413, -112.6413, -112.7163, -112.7913, -112.7913, -112.7163]","[31.548847350946108, 31.505546080756886, 31.418943540378443, 31.37564227018922, 31.418943540378443, 31.505546080756886, 31.548847350946108]"
4023966109,"[-112.7163, -112.6413, -112.6413, -112.7163, -112.7913, -112.7913, -112.7163]","[31.462244810567665, 31.418943540378443, 31.332341, 31.289039729810778, 31.332341, 31.418943540378443, 31.462244810567665]"
4019004650,"[-112.7163, -112.6413, -112.6413, -112.7163, -112.7913, -112.7913, -112.7163]","[31.722052431702995, 31.678751161513773, 31.59214862113533, 31.548847350946108, 31.59214862113533, 31.678751161513773, 31.722052431702995]"
4019004728,"[-112.7163, -112.6413, -112.6413, -112.7163, -112.7913, -112.7913, -112.7163]","[31.63544989132455, 31.59214862113533, 31.505546080756886, 31.462244810567665, 31.505546080756886, 31.59214862113533, 31.63544989132455]"
4019004729,"[-112.79129999999999, -112.71629999999999, -112.71629999999999, -112.79129999999999, -112.8663, -112.8663, -112.79129999999999]","[31.76535370189222, 31.722052431703, 31.635449891324555, 31.592148621135333, 31.635449891324555, 31.722052431703, 31.76535370189222]"
4019004079,"[-112.79129999999999, -112.71629999999999, -112.71629999999999, -112.79129999999999, -112.8663, -112.8663, -112.79129999999999]","[31.678751161513773, 31.63544989132455, 31.548847350946108, 31.505546080756886, 31.548847350946108, 31.63544989132455, 31.678751161513773]"
4019004727,"[-112.8663, -112.79129999999999, -112.79129999999999, -112.8663, -112.9413, -112.9413, -112.8663]","[31.895257512459885, 31.851956242270663, 31.76535370189222, 31.722052431703, 31.76535370189222, 31.851956242270663, 31.895257512459885]"
4019000501,"[-112.79129999999999, -112.71629999999999, -112.71629999999999, -112.79129999999999, -112.8663, -112.8663, -112.79129999999999]","[31.59214862113533, 31.548847350946108, 31.462244810567665, 31.418943540378443, 31.462244810567665, 31.548847350946108, 31.59214862113533]"
4019004339,"[-112.8663, -112.79129999999999, -112.79129999999999, -112.8663, -112.9413, -112.9413, -112.8663]","[31.80865497208144, 31.76535370189222, 31.678751161513777, 31.635449891324555, 31.678751161513777, 31.76535370189222, 31.80865497208144]"
4019004515,"[-112.8663, -112.79129999999999, -112.79129999999999, -112.8663, -112.9413, -112.9413, -112.8663]","[31.722052431702995, 31.678751161513773, 31.59214862113533, 31.548847350946108, 31.59214862113533, 31.678751161513773, 31.722052431702995]"
4019004514,"[-112.79129999999999, -112.71629999999999, -112.71629999999999, -112.79129999999999, -112.8663, -112.8663, -112.79129999999999]","[31.505546080756886, 31.462244810567665, 31.37564227018922, 31.332341, 31.37564227018922, 31.462244810567665, 31.505546080756886]"
4019004435,"[-112.9413, -112.8663, -112.8663, -112.9413, -113.0163, -113.0163, -112.9413]","[31.938558782649107, 31.895257512459885, 31.80865497208144, 31.76535370189222, 31.80865497208144, 31.895257512459885, 31.938558782649107]"
4019004335,"[-112.79129999999999, -112.71629999999999, -112.71629999999999, -112.79129999999999, -112.8663, -112.8663, -112.79129999999999]","[31.418943540378443, 31.37564227018922, 31.289039729810778, 31.245738459621556, 31.289039729810778, 31.37564227018922, 31.418943540378443]"
4019004432,"[-112.8663, -112.79129999999999, -112.79129999999999, -112.8663, -112.9413, -112.9413, -112.8663]","[31.63544989132455, 31.59214862113533, 31.505546080756886, 31.462244810567665, 31.505546080756886, 31.59214862113533, 31.63544989132455]"
4019002508,"[-112.9413, -112.8663, -112.8663, -112.9413, -113.0163, -113.0163, -112.9413]","[31.851956242270663, 31.80865497208144, 31.722052431703, 31.678751161513777, 31.722052431703, 31.80865497208144, 31.851956242270663]"
4019004340,"[-112.8663, -112.79129999999999, -112.79129999999999, -112.8663, -112.9413, -112.9413, -112.8663]","[31.548847350946108, 31.505546080756886, 31.418943540378443, 31.37564227018922, 31.418943540378443, 31.505546080756886, 31.548847350946108]"
4019004337,"[-112.8663, -112.79129999999999, -112.79129999999999, -112.8663, -112.9413, -112.9413, -112.8663]","[31.462244810567665, 31.418943540378443, 31.332341, 31.289039729810778, 31.332341, 31.418943540378443, 31.462244810567665]"
4019004438,"[-113.0163, -112.9413, -112.9413, -113.0163, -113.0913, -113.0913, -113.0163]","[32.06846259321677, 32.025161323027554, 31.938558782649107, 31.895257512459885, 31.938558782649107, 32.025161323027554, 32.06846259321677]"
4019004440,"[-112.9413, -112.8663, -112.8663, -112.9413, -113.0163, -113.0163, -112.9413]","[31.76535370189222, 31.722052431703, 31.635449891324555, 31.592148621135333, 31.635449891324555, 31.722052431703, 31.76535370189222]"
4019004436,"[-113.0163, -112.9413, -112.9413, -113.0163, -113.0913, -113.0913, -113.0163]","[31.98186005283833, 31.938558782649107, 31.851956242270663, 31.80865497208144, 31.851956242270663, 31.938558782649107, 31.98186005283833]"
4019004439,"[-112.9413, -112.8663, -112.8663, -112.9413, -113.0163, -113.0163, -112.9413]","[31.678751161513773, 31.63544989132455, 31.548847350946108, 31.505546080756886, 31.548847350946108, 31.63544989132455, 31.678751161513773]"
4019004338,"[-112.9413, -112.8663, -112.8663, -112.9413, -113.0163, -113.0163, -112.9413]","[31.59214862113533, 31.548847350946108, 31.462244810567665, 31.418943540378443, 31.462244810567665, 31.548847350946108, 31.59214862113533]"
4019004129,"[-112.9413, -112.8663, -112.8663, -112.9413, -113.0163, -113.0163, -112.9413]","[31.505546080756886, 31.462244810567665, 31.37564227018922, 31.332341, 31.37564227018922, 31.462244810567665, 31.505546080756886]"
4019004649,"[-113.0913, -113.0163, -113.0163, -113.0913, -113.1663, -113.1663, -113.0913]","[32.19836640378444, 32.15506513359522, 32.06846259321677, 32.025161323027554, 32.06846259321677, 32.15506513359522, 32.19836640378444]"
4013422656,"[-113.4663, -113.3913, -113.3913, -113.4663, -113.5413, -113.5413, -113.4663]","[33.45410323927188, 33.41080196908266, 33.32419942870421, 33.280898158514994, 33.32419942870421, 33.41080196908266, 33.45410323927188]"
4013422658,"[-113.4663, -113.3913, -113.3913, -113.4663, -113.5413, -113.5413, -113.4663]","[33.36750069889343, 33.32419942870421, 33.23759688832576, 33.19429561813654, 33.23759688832576, 33.32419942870421, 33.36750069889343]"
4005001104,"[-112.6413, -112.5663, -112.5663, -112.6413, -112.7163, -112.7163, -112.6413]","[35.05625023627309, 35.01294896608387, 34.92634642570542, 34.8830451555162, 34.92634642570542, 35.01294896608387, 35.05625023627309]"
4005001602,"[-112.7163, -112.6413, -112.6413, -112.7163, -112.7913, -112.7913, -112.7163]","[35.01294896608387, 34.96964769589465, 34.8830451555162, 34.83974388532698, 34.8830451555162, 34.96964769589465, 35.01294896608387]"
4005002102,"[-112.79129999999999, -112.71629999999999, -112.71629999999999, -112.79129999999999, -112.8663, -112.8663, -112.79129999999999]","[35.05625023627309, 35.01294896608387, 34.92634642570542, 34.8830451555162, 34.92634642570542, 35.01294896608387, 35.05625023627309]"
4005002302,"[-112.79129999999999, -112.71629999999999, -112.71629999999999, -112.79129999999999, -112.8663, -112.8663, -112.79129999999999]","[34.96964769589464, 34.926346425705425, 34.839743885326975, 34.79644261513776, 34.839743885326975, 34.926346425705425, 34.96964769589464]"
4005000902,"[-112.8663, -112.79129999999999, -112.79129999999999, -112.8663, -112.9413, -112.9413, -112.8663]","[35.09955150646231, 35.056250236273094, 34.96964769589464, 34.926346425705425, 34.96964769589464, 35.056250236273094, 35.09955150646231]"
4005002202,"[-112.8663, -112.79129999999999, -112.79129999999999, -112.8663, -112.9413, -112.9413, -112.8663]","[35.01294896608387, 34.96964769589465, 34.8830451555162, 34.83974388532698, 34.8830451555162, 34.96964769589465, 35.01294896608387]"
4005000302,"[-112.8663, -112.79129999999999, -112.79129999999999, -112.8663, -112.9413, -112.9413, -112.8663]","[34.926346425705425, 34.88304515551621, 34.79644261513776, 34.75314134494854, 34.79644261513776, 34.88304515551621, 34.926346425705425]"
4005000901,"[-112.8663, -112.79129999999999, -112.79129999999999, -112.8663, -112.9413, -112.9413, -112.8663]","[34.83974388532698, 34.796442615137764, 34.70984007475931, 34.666538804570095, 34.70984007475931, 34.796442615137764, 34.83974388532698]"
4005000601,"[-112.9413, -112.8663, -112.8663, -112.9413, -113.0163, -113.0163, -112.9413]","[35.05625023627309, 35.01294896608387, 34.92634642570542, 34.8830451555162, 34.92634642570542, 35.01294896608387, 35.05625023627309]"
4005001601,"[-112.9413, -112.8663, -112.8663, -112.9413, -113.0163, -113.0163, -112.9413]","[34.96964769589464, 34.926346425705425, 34.839743885326975, 34.79644261513776, 34.839743885326975, 34.926346425705425, 34.96964769589464]"
4005980000,"[-113.0163, -112.9413, -112.9413, -113.0163, -113.0913, -113.0913, -113.0163]","[35.01294896608387, 34.96964769589465, 34.8830451555162, 34.83974388532698, 34.8830451555162, 34.96964769589465, 35.01294896608387]"
4005980100,"[-112.9413, -112.8663, -112.8663, -112.9413, -113.0163, -113.0163, -112.9413]","[34.8830451555162, 34.83974388532698, 34.75314134494853, 34.70984007475931, 34.75314134494853, 34.83974388532698, 34.8830451555162]"
4001945100,"[-112.9413, -112.8663, -112.8663, -112.9413, -113.0163, -113.0163, -112.9413]","[34.79644261513776, 34.75314134494854, 34.66653880457009, 34.62323753438087, 34.66653880457009, 34.75314134494854, 34.79644261513776]"
4001970300,"[-113.0163, -112.9413, -112.9413, -113.0163, -113.0913, -113.0913, -113.0163]","[34.75314134494853, 34.70984007475931, 34.62323753438086, 34.579936264191645, 34.62323753438086, 34.70984007475931, 34.75314134494853]"
4001942700,"[-113.0163, -112.9413, -112.9413, -113.0163, -113.0913, -113.0913, -113.0163]","[34.926346425705425, 34.88304515551621, 34.79644261513776, 34.75314134494854, 34.79644261513776, 34.88304515551621, 34.926346425705425]"
4001942600,"[-113.0913, -113.0163, -113.0163, -113.0913, -113.1663, -113.1663, -113.0913]","[35.05625023627309, 35.01294896608387, 34.92634642570542, 34.8830451555162, 34.92634642570542, 35.01294896608387, 35.05625023627309]"
4001944100,"[-113.0163, -112.9413, -112.9413, -113.0163, -113.0913, -113.0913, -113.0163]","[34.83974388532698, 34.796442615137764, 34.70984007475931, 34.666538804570095, 34.70984007475931, 34.796442615137764, 34.83974388532698]"
4025002007,"[-113.0913, -113.0163, -113.0163, -113.0913, -113.1663, -113.1663, -113.0913]","[34.79644261513776, 34.75314134494854, 34.66653880457009, 34.62323753438087, 34.66653880457009, 34.75314134494854, 34.79644261513776]"
4025000407,"[-113.0913, -113.0163, -113.0163, -113.0913, -113.1663, -113.1663, -113.0913]","[34.62323753438086, 34.579936264191645, 34.493333723813194, 34.450032453623976, 34.493333723813194, 34.579936264191645, 34.62323753438086]"
