GEOID,x_coords,y_coords
4013110600,"[-112.7163, -112.6413, -112.6413, -112.7163, -112.7913, -112.7913, -112.7163]","[33.8871159411641, 33.84381467097488, 33.75721213059643, 33.71391086040721, 33.75721213059643, 33.84381467097488, 33.8871159411641]"
4013110701,"[-112.6413, -112.5663, -112.5663, -112.6413, -112.7163, -112.7163, -112.6413]","[34.01701975173176, 33.97371848154254, 33.88711594116409, 33.84381467097487, 33.88711594116409, 33.97371848154254, 34.01701975173176]"
4013110702,"[-112.79129999999999, -112.71629999999999, -112.71629999999999, -112.79129999999999, -112.8663, -112.8663, -112.79129999999999]","[33.58400704983954, 33.540705779650324, 33.45410323927187, 33.410801969082655, 33.45410323927187, 33.540705779650324, 33.58400704983954]"
4013216820,"[-112.04129999999999, -111.96629999999999, -111.96629999999999, -112.04129999999999, -112.1163, -112.1163, -112.04129999999999]","[34.36342991324553, 34.320128643056314, 34.233526102677864, 34.190224832488646, 34.233526102677864, 34.320128643056314, 34.36342991324553]"
4013071513,"[-112.4913, -112.41629999999999, -112.41629999999999, -112.4913, -112.5663, -112.5663, -112.4913]","[34.190224832488646, 34.14692356229943, 34.06032102192098, 34.01701975173176, 34.06032102192098, 34.14692356229943, 34.190224832488646]"
4013421302,"[-112.6413, -112.5663, -112.5663, -112.6413, -112.7163, -112.7163, -112.6413]","[33.064391807568875, 33.021090537379656, 32.934487997001206, 32.89118672681199, 32.934487997001206, 33.021090537379656, 33.064391807568875]"
4013092309,"[-112.79129999999999, -112.71629999999999, -112.71629999999999, -112.79129999999999, -112.8663, -112.8663, -112.79129999999999]","[33.670609590217985, 33.62730832002877, 33.54070577965032, 33.4974045094611, 33.54070577965032, 33.62730832002877, 33.670609590217985]"
4013092500,"[-112.79129999999999, -112.71629999999999, -112.71629999999999, -112.79129999999999, -112.8663, -112.8663, -112.79129999999999]","[33.75721213059643, 33.71391086040721, 33.62730832002876, 33.58400704983954, 33.62730832002876, 33.71391086040721, 33.75721213059643]"
4013092305,"[-112.7163, -112.6413, -112.6413, -112.7163, -112.7913, -112.7913, -112.7163]","[33.97371848154254, 33.93041721135332, 33.84381467097487, 33.800513400785654, 33.84381467097487, 33.93041721135332, 33.97371848154254]"
4013092307,"[-112.79129999999999, -112.71629999999999, -112.71629999999999, -112.79129999999999, -112.8663, -112.8663, -112.79129999999999]","[33.4974045094611, 33.45410323927188, 33.36750069889343, 33.32419942870421, 33.36750069889343, 33.45410323927188, 33.4974045094611]"
4013092308,"[-112.41629999999999, -112.34129999999999, -112.34129999999999, -112.41629999999999, -112.4913, -112.4913, -112.41629999999999]","[34.23352610267787, 34.19022483248865, 34.1036222921102, 34.060321021920984, 34.1036222921102, 34.19022483248865, 34.23352610267787]"
4013092600,"[-112.79129999999999, -112.71629999999999, -112.71629999999999, -112.79129999999999, -112.8663, -112.8663, -112.79129999999999]","[33.84381467097487, 33.800513400785654, 33.7139108604072, 33.670609590217985, 33.7139108604072, 33.800513400785654, 33.84381467097487]"
4013422649,"[-111.9663, -111.8913, -111.8913, -111.9663, -112.0413, -112.0413, -111.9663]","[34.40673118343476, 34.36342991324554, 34.27682737286709, 34.23352610267787, 34.27682737286709, 34.36342991324554, 34.40673118343476]"
4013422655,"[-112.41629999999999, -112.34129999999999, -112.34129999999999, -112.41629999999999, -112.4913, -112.4913, -112.41629999999999]","[32.761282916244326, 32.71798164605511, 32.63137910567666, 32.58807783548744, 32.63137910567666, 32.71798164605511, 32.761282916244326]"
4013422651,"[-112.1163, -112.04129999999999, -112.04129999999999, -112.1163, -112.1913, -112.1913, -112.1163]","[34.40673118343476, 34.36342991324554, 34.27682737286709, 34.23352610267787, 34.27682737286709, 34.36342991324554, 34.40673118343476]"
4019005400,"[-112.3413, -112.2663, -112.2663, -112.3413, -112.4163, -112.4163, -112.3413]","[31.851956242270663, 31.80865497208144, 31.722052431703, 31.678751161513777, 31.722052431703, 31.80865497208144, 31.851956242270663]"
4019980002,"[-112.3413, -112.2663, -112.2663, -112.3413, -112.4163, -112.4163, -112.3413]","[31.76535370189222, 31.722052431703, 31.635449891324555, 31.592148621135333, 31.635449891324555, 31.722052431703, 31.76535370189222]"
4019980001,"[-112.1913, -112.1163, -112.1163, -112.1913, -112.2663, -112.2663, -112.1913]","[31.418943540378443, 31.37564227018922, 31.289039729810778, 31.245738459621556, 31.289039729810778, 31.37564227018922, 31.418943540378443]"
4019002509,"[-112.41629999999999, -112.34129999999999, -112.34129999999999, -112.41629999999999, -112.4913, -112.4913, -112.41629999999999]","[32.241667673973666, 32.19836640378445, 32.111763863406, 32.06846259321678, 32.111763863406, 32.19836640378445, 32.241667673973666]"
4019980400,"[-112.41629999999999, -112.34129999999999, -112.34129999999999, -112.41629999999999, -112.4913, -112.4913, -112.41629999999999]","[32.32827021435211, 32.28496894416289, 32.19836640378444, 32.15506513359522, 32.19836640378444, 32.28496894416289, 32.32827021435211]"
4013523006,"[-112.5663, -112.4913, -112.4913, -112.5663, -112.6413, -112.6413, -112.5663]","[32.93448799700121, 32.891186726811995, 32.804584186433544, 32.761282916244326, 32.804584186433544, 32.891186726811995, 32.93448799700121]"
4013523102,"[-112.4913, -112.41629999999999, -112.41629999999999, -112.4913, -112.5663, -112.5663, -112.4913]","[32.804584186433544, 32.761282916244326, 32.674680375865876, 32.63137910567666, 32.674680375865876, 32.761282916244326, 32.804584186433544]"
4013523103,"[-112.7163, -112.6413, -112.6413, -112.7163, -112.7913, -112.7913, -112.7163]","[33.19429561813654, 33.150994347947325, 33.064391807568875, 33.021090537379656, 33.064391807568875, 33.150994347947325, 33.19429561813654]"
4013422102,"[-112.3413, -112.2663, -112.2663, -112.3413, -112.4163, -112.4163, -112.3413]","[34.27682737286709, 34.23352610267787, 34.14692356229942, 34.1036222921102, 34.14692356229942, 34.23352610267787, 34.27682737286709]"
4013422103,"[-112.6413, -112.5663, -112.5663, -112.6413, -112.7163, -112.7163, -112.6413]","[32.97778926719043, 32.93448799700121, 32.84788545662276, 32.804584186433544, 32.84788545662276, 32.93448799700121, 32.97778926719043]"
4013422104,"[-112.79129999999999, -112.71629999999999, -112.71629999999999, -112.79129999999999, -112.8663, -112.8663, -112.79129999999999]","[33.410801969082655, 33.36750069889344, 33.28089815851499, 33.23759688832577, 33.28089815851499, 33.36750069889344, 33.410801969082655]"
4013422105,"[-112.2663, -112.1913, -112.1913, -112.2663, -112.3413, -112.3413, -112.2663]","[34.320128643056314, 34.276827372867096, 34.190224832488646, 34.14692356229943, 34.190224832488646, 34.276827372867096, 34.320128643056314]"
4013422106,"[-112.1913, -112.1163, -112.1163, -112.1913, -112.2663, -112.2663, -112.1913]","[34.36342991324553, 34.320128643056314, 34.233526102677864, 34.190224832488646, 34.233526102677864, 34.320128643056314, 34.36342991324553]"
4013422107,"[-112.7163, -112.6413, -112.6413, -112.7163, -112.7913, -112.7913, -112.7163]","[33.1076930777581, 33.06439180756888, 32.97778926719043, 32.93448799700121, 32.97778926719043, 33.06439180756888, 33.1076930777581]"
4013422203,"[-112.5663, -112.4913, -112.4913, -112.5663, -112.6413, -112.6413, -112.5663]","[32.84788545662277, 32.80458418643355, 32.7179816460551, 32.67468037586588, 32.7179816460551, 32.80458418643355, 32.84788545662277]"
4013422209,"[-112.41629999999999, -112.34129999999999, -112.34129999999999, -112.41629999999999, -112.4913, -112.4913, -112.41629999999999]","[32.67468037586588, 32.631379105676665, 32.544776565298214, 32.501475295108996, 32.544776565298214, 32.631379105676665, 32.67468037586588]"
4013941100,"[-112.4913, -112.41629999999999, -112.41629999999999, -112.4913, -112.5663, -112.5663, -112.4913]","[32.7179816460551, 32.67468037586588, 32.58807783548743, 32.544776565298214, 32.58807783548743, 32.67468037586588, 32.7179816460551]"
4013217700,"[-112.5663, -112.4913, -112.4913, -112.5663, -112.6413, -112.6413, -112.5663]","[34.14692356229943, 34.10362229211021, 34.01701975173176, 33.97371848154254, 34.01701975173176, 34.10362229211021, 34.14692356229943]"
4013319600,"[-112.79129999999999, -112.71629999999999, -112.71629999999999, -112.79129999999999, -112.8663, -112.8663, -112.79129999999999]","[33.324199428704205, 33.28089815851499, 33.194295618136536, 33.15099434794732, 33.194295618136536, 33.28089815851499, 33.324199428704205]"
4013421901,"[-112.04129999999999, -111.96629999999999, -111.96629999999999, -112.04129999999999, -112.1163, -112.1163, -112.04129999999999]","[34.450032453623976, 34.40673118343476, 34.32012864305631, 34.27682737286709, 34.32012864305631, 34.40673118343476, 34.450032453623976]"
4013422501,"[-111.9663, -111.8913, -111.8913, -111.9663, -112.0413, -112.0413, -111.9663]","[34.4933337238132, 34.45003245362398, 34.36342991324553, 34.320128643056314, 34.36342991324553, 34.45003245362398, 34.4933337238132]"
4013422502,"[-112.2663, -112.1913, -112.1913, -112.2663, -112.3413, -112.3413, -112.2663]","[34.40673118343476, 34.36342991324554, 34.27682737286709, 34.23352610267787, 34.27682737286709, 34.36342991324554, 34.40673118343476]"
4013422210,"[-112.7163, -112.6413, -112.6413, -112.7163, -112.7913, -112.7913, -112.7163]","[33.021090537379656, 32.97778926719044, 32.89118672681199, 32.84788545662277, 32.89118672681199, 32.97778926719044, 33.021090537379656]"
4013422211,"[-112.79129999999999, -112.71629999999999, -112.71629999999999, -112.79129999999999, -112.8663, -112.8663, -112.79129999999999]","[33.23759688832576, 33.19429561813654, 33.10769307775809, 33.064391807568875, 33.10769307775809, 33.19429561813654, 33.23759688832576]"
4013422212,"[-112.6413, -112.5663, -112.5663, -112.6413, -112.7163, -112.7163, -112.6413]","[32.89118672681199, 32.84788545662277, 32.76128291624432, 32.7179816460551, 32.76128291624432, 32.84788545662277, 32.89118672681199]"
4013422213,"[-112.79129999999999, -112.71629999999999, -112.71629999999999, -112.79129999999999, -112.8663, -112.8663, -112.79129999999999]","[33.15099434794732, 33.1076930777581, 33.02109053737965, 32.97778926719043, 33.02109053737965, 33.1076930777581, 33.15099434794732]"
4013422216,"[-112.5663, -112.4913, -112.4913, -112.5663, -112.6413, -112.6413, -112.5663]","[32.761282916244326, 32.71798164605511, 32.63137910567666, 32.58807783548744, 32.63137910567666, 32.71798164605511, 32.761282916244326]"
4013422218,"[-112.7163, -112.6413, -112.6413, -112.7163, -112.7913, -112.7913, -112.7163]","[32.93448799700121, 32.891186726811995, 32.804584186433544, 32.761282916244326, 32.804584186433544, 32.891186726811995, 32.93448799700121]"
4013422219,"[-112.79129999999999, -112.71629999999999, -112.71629999999999, -112.79129999999999, -112.8663, -112.8663, -112.79129999999999]","[33.064391807568875, 33.021090537379656, 32.934487997001206, 32.89118672681199, 32.934487997001206, 33.021090537379656, 33.064391807568875]"
4013422220,"[-112.6413, -112.5663, -112.5663, -112.6413, -112.7163, -112.7163, -112.6413]","[32.804584186433544, 32.761282916244326, 32.674680375865876, 32.63137910567666, 32.674680375865876, 32.761282916244326, 32.804584186433544]"
4013422301,"[-112.3413, -112.2663, -112.2663, -112.3413, -112.4163, -112.4163, -112.3413]","[34.36342991324553, 34.320128643056314, 34.233526102677864, 34.190224832488646, 34.233526102677864, 34.320128643056314, 34.36342991324553]"
4013422302,"[-112.41629999999999, -112.34129999999999, -112.34129999999999, -112.41629999999999, -112.4913, -112.4913, -112.41629999999999]","[34.320128643056314, 34.276827372867096, 34.190224832488646, 34.14692356229943, 34.190224832488646, 34.276827372867096, 34.320128643056314]"
4005001201,"[-111.9663, -111.8913, -111.8913, -111.9663, -112.0413, -112.0413, -111.9663]","[35.09955150646231, 35.056250236273094, 34.96964769589464, 34.926346425705425, 34.96964769589464, 35.056250236273094, 35.09955150646231]"
4005002301,"[-112.7163, -112.6413, -112.6413, -112.7163, -112.7913, -112.7913, -112.7163]","[35.09955150646231, 35.056250236273094, 34.96964769589464, 34.926346425705425, 34.96964769589464, 35.056250236273094, 35.09955150646231]"
4005000301,"[-111.9663, -111.8913, -111.8913, -111.9663, -112.0413, -112.0413, -111.9663]","[35.01294896608387, 34.96964769589465, 34.8830451555162, 34.83974388532698, 34.8830451555162, 34.96964769589465, 35.01294896608387]"
4005980200,"[-112.04129999999999, -111.96629999999999, -111.96629999999999, -112.04129999999999, -112.1163, -112.1163, -112.04129999999999]","[35.05625023627309, 35.01294896608387, 34.92634642570542, 34.8830451555162, 34.92634642570542, 35.01294896608387, 35.05625023627309]"
4005000602,"[-111.9663, -111.8913, -111.8913, -111.9663, -112.0413, -112.0413, -111.9663]","[34.926346425705425, 34.88304515551621, 34.79644261513776, 34.75314134494854, 34.79644261513776, 34.88304515551621, 34.926346425705425]"
4005002101,"[-112.2663, -112.1913, -112.1913, -112.2663, -112.3413, -112.3413, -112.2663]","[35.09955150646231, 35.056250236273094, 34.96964769589464, 34.926346425705425, 34.96964769589464, 35.056250236273094, 35.09955150646231]"
4005001103,"[-112.04129999999999, -111.96629999999999, -111.96629999999999, -112.04129999999999, -112.1163, -112.1163, -112.04129999999999]","[34.96964769589464, 34.926346425705425, 34.839743885326975, 34.79644261513776, 34.839743885326975, 34.926346425705425, 34.96964769589464]"
4005002201,"[-112.1163, -112.04129999999999, -112.04129999999999, -112.1163, -112.1913, -112.1913, -112.1163]","[35.01294896608387, 34.96964769589465, 34.8830451555162, 34.83974388532698, 34.8830451555162, 34.96964769589465, 35.01294896608387]"
4013422222,"[-112.8663, -112.79129999999999, -112.79129999999999, -112.8663, -112.9413, -112.9413, -112.8663]","[33.45410323927188, 33.41080196908266, 33.32419942870421, 33.280898158514994, 33.32419942870421, 33.41080196908266, 33.45410323927188]"
4013422622,"[-111.8913, -111.8163, -111.8163, -111.8913, -111.9663, -111.9663, -111.8913]","[34.53663499400242, 34.4933337238132, 34.40673118343475, 34.36342991324553, 34.40673118343475, 34.4933337238132, 34.53663499400242]"
4013216830,"[-112.1913, -112.1163, -112.1163, -112.1913, -112.2663, -112.2663, -112.1913]","[34.450032453623976, 34.40673118343476, 34.32012864305631, 34.27682737286709, 34.32012864305631, 34.40673118343476, 34.450032453623976]"
4013216833,"[-112.1163, -112.04129999999999, -112.04129999999999, -112.1163, -112.1913, -112.1913, -112.1163]","[34.4933337238132, 34.45003245362398, 34.36342991324553, 34.320128643056314, 34.36342991324553, 34.45003245362398, 34.4933337238132]"
4013216837,"[-112.04129999999999, -111.96629999999999, -111.96629999999999, -112.04129999999999, -112.1163, -112.1163, -112.04129999999999]","[34.53663499400242, 34.4933337238132, 34.40673118343475, 34.36342991324553, 34.40673118343475, 34.4933337238132, 34.53663499400242]"
4013216838,"[-112.4913, -112.41629999999999, -112.41629999999999, -112.4913, -112.5663, -112.5663, -112.4913]","[34.27682737286709, 34.23352610267787, 34.14692356229942, 34.1036222921102, 34.14692356229942, 34.23352610267787, 34.27682737286709]"
4019004115,"[-112.41629999999999, -112.34129999999999, -112.34129999999999, -112.41629999999999, -112.4913, -112.4913, -112.41629999999999]","[32.15506513359522, 32.111763863406004, 32.025161323027554, 31.981860052838336, 32.025161323027554, 32.111763863406004, 32.15506513359522]"
4013980500,"[-112.41629999999999, -112.34129999999999, -112.34129999999999, -112.41629999999999, -112.4913, -112.4913, -112.41629999999999]","[32.58807783548744, 32.54477656529822, 32.45817402491977, 32.41487275473055, 32.45817402491977, 32.54477656529822, 32.58807783548744]"
4013980400,"[-112.8663, -112.79129999999999, -112.79129999999999, -112.8663, -112.9413, -112.9413, -112.8663]","[33.36750069889343, 33.32419942870421, 33.23759688832576, 33.19429561813654, 33.23759688832576, 33.32419942870421, 33.36750069889343]"
4013522904,"[-112.4913, -112.41629999999999, -112.41629999999999, -112.4913, -112.5663, -112.5663, -112.4913]","[32.63137910567666, 32.58807783548744, 32.50147529510899, 32.45817402491977, 32.50147529510899, 32.58807783548744, 32.63137910567666]"
4013610700,"[-112.3413, -112.2663, -112.2663, -112.3413, -112.4163, -112.4163, -112.3413]","[34.450032453623976, 34.40673118343476, 34.32012864305631, 34.27682737286709, 34.32012864305631, 34.40673118343476, 34.450032453623976]"
4013611200,"[-112.6413, -112.5663, -112.5663, -112.6413, -112.7163, -112.7163, -112.6413]","[34.1036222921102, 34.060321021920984, 33.973718481542534, 33.930417211353316, 33.973718481542534, 34.060321021920984, 34.1036222921102]"
4013611700,"[-112.5663, -112.4913, -112.4913, -112.5663, -112.6413, -112.6413, -112.5663]","[34.23352610267787, 34.19022483248865, 34.1036222921102, 34.060321021920984, 34.1036222921102, 34.19022483248865, 34.23352610267787]"
4013611800,"[-112.7163, -112.6413, -112.6413, -112.7163, -112.7913, -112.7913, -112.7163]","[34.060321021920984, 34.017019751731766, 33.930417211353316, 33.8871159411641, 33.930417211353316, 34.017019751731766, 34.060321021920984]"
4013612600,"[-112.2663, -112.1913, -112.1913, -112.2663, -112.3413, -112.3413, -112.2663]","[34.4933337238132, 34.45003245362398, 34.36342991324553, 34.320128643056314, 34.36342991324553, 34.45003245362398, 34.4933337238132]"
4027011405,"[-114.7413, -114.66629999999999, -114.66629999999999, -114.7413, -114.8163, -114.8163, -114.7413]","[32.544776565298214, 32.501475295108996, 32.414872754730546, 32.37157148454133, 32.414872754730546, 32.501475295108996, 32.544776565298214]"
4027011403,"[-114.8163, -114.7413, -114.7413, -114.8163, -114.8913, -114.8913, -114.8163]","[32.58807783548744, 32.54477656529822, 32.45817402491977, 32.41487275473055, 32.45817402491977, 32.54477656529822, 32.58807783548744]"
4027011503,"[-114.8163, -114.7413, -114.7413, -114.8163, -114.8913, -114.8913, -114.8163]","[32.67468037586588, 32.631379105676665, 32.544776565298214, 32.501475295108996, 32.544776565298214, 32.631379105676665, 32.67468037586588]"
4027011700,"[-114.3663, -114.29129999999999, -114.29129999999999, -114.3663, -114.4413, -114.4413, -114.3663]","[32.84788545662277, 32.80458418643355, 32.7179816460551, 32.67468037586588, 32.7179816460551, 32.80458418643355, 32.84788545662277]"
4027010911,"[-114.4413, -114.3663, -114.3663, -114.4413, -114.5163, -114.5163, -114.4413]","[32.63137910567666, 32.58807783548744, 32.50147529510899, 32.45817402491977, 32.50147529510899, 32.58807783548744, 32.63137910567666]"
4019004323,"[-112.2663, -112.1913, -112.1913, -112.2663, -112.3413, -112.3413, -112.2663]","[31.548847350946108, 31.505546080756886, 31.418943540378443, 31.37564227018922, 31.418943540378443, 31.505546080756886, 31.548847350946108]"
4019004326,"[-112.2663, -112.1913, -112.1913, -112.2663, -112.3413, -112.3413, -112.2663]","[31.462244810567665, 31.418943540378443, 31.332341, 31.289039729810778, 31.332341, 31.418943540378443, 31.462244810567665]"
4019004640,"[-112.41629999999999, -112.34129999999999, -112.34129999999999, -112.41629999999999, -112.4913, -112.4913, -112.41629999999999]","[32.501475295108996, 32.45817402491978, 32.37157148454133, 32.32827021435211, 32.37157148454133, 32.45817402491978, 32.501475295108996]"
4013040525,"[-112.79129999999999, -112.71629999999999, -112.71629999999999, -112.79129999999999, -112.8663, -112.8663, -112.79129999999999]","[33.930417211353316, 33.8871159411641, 33.80051340078565, 33.75721213059643, 33.80051340078565, 33.8871159411641, 33.930417211353316]"
4013040526,"[-112.8663, -112.79129999999999, -112.79129999999999, -112.8663, -112.9413, -112.9413, -112.8663]","[33.71391086040721, 33.67060959021799, 33.58400704983954, 33.540705779650324, 33.58400704983954, 33.67060959021799, 33.71391086040721]"
4013040527,"[-112.8663, -112.79129999999999, -112.79129999999999, -112.8663, -112.9413, -112.9413, -112.8663]","[33.800513400785654, 33.757212130596436, 33.670609590217985, 33.62730832002877, 33.670609590217985, 33.757212130596436, 33.800513400785654]"
4013060801,"[-112.8663, -112.79129999999999, -112.79129999999999, -112.8663, -112.9413, -112.9413, -112.8663]","[33.62730832002877, 33.58400704983955, 33.4974045094611, 33.45410323927188, 33.4974045094611, 33.58400704983955, 33.62730832002877]"
4013422624,"[-111.9663, -111.8913, -111.8913, -111.9663, -112.0413, -112.0413, -111.9663]","[34.579936264191645, 34.536634994002426, 34.450032453623976, 34.40673118343476, 34.450032453623976, 34.536634994002426, 34.579936264191645]"
4019005300,"[-112.41629999999999, -112.34129999999999, -112.34129999999999, -112.41629999999999, -112.4913, -112.4913, -112.41629999999999]","[32.41487275473055, 32.371571484541334, 32.284968944162884, 32.241667673973666, 32.284968944162884, 32.371571484541334, 32.41487275473055]"
4019004073,"[-112.41629999999999, -112.34129999999999, -112.34129999999999, -112.41629999999999, -112.4913, -112.4913, -112.41629999999999]","[32.06846259321677, 32.025161323027554, 31.938558782649107, 31.895257512459885, 31.938558782649107, 32.025161323027554, 32.06846259321677]"
4019004332,"[-112.3413, -112.2663, -112.2663, -112.3413, -112.4163, -112.4163, -112.3413]","[31.678751161513773, 31.63544989132455, 31.548847350946108, 31.505546080756886, 31.548847350946108, 31.63544989132455, 31.678751161513773]"
4019004422,"[-112.41629999999999, -112.34129999999999, -112.34129999999999, -112.41629999999999, -112.4913, -112.4913, -112.41629999999999]","[31.98186005283833, 31.938558782649107, 31.851956242270663, 31.80865497208144, 31.851956242270663, 31.938558782649107, 31.98186005283833]"
4019004118,"[-112.41629999999999, -112.34129999999999, -112.34129999999999, -112.41629999999999, -112.4913, -112.4913, -112.41629999999999]","[31.895257512459885, 31.851956242270663, 31.76535370189222, 31.722052431703, 31.76535370189222, 31.851956242270663, 31.895257512459885]"
4013422625,"[-111.8913, -111.8163, -111.8163, -111.8913, -111.9663, -111.9663, -111.8913]","[34.62323753438086, 34.579936264191645, 34.493333723813194, 34.450032453623976, 34.493333723813194, 34.579936264191645, 34.62323753438086]"
4013422626,"[-112.1913, -112.1163, -112.1163, -112.1913, -112.2663, -112.2663, -112.1913]","[34.53663499400242, 34.4933337238132, 34.40673118343475, 34.36342991324553, 34.40673118343475, 34.4933337238132, 34.53663499400242]"
4013422627,"[-112.1163, -112.04129999999999, -112.04129999999999, -112.1163, -112.1913, -112.1913, -112.1163]","[34.579936264191645, 34.536634994002426, 34.450032453623976, 34.40673118343476, 34.450032453623976, 34.536634994002426, 34.579936264191645]"
4013422628,"[-112.04129999999999, -111.96629999999999, -111.96629999999999, -112.04129999999999, -112.1163, -112.1163, -112.04129999999999]","[34.62323753438086, 34.579936264191645, 34.493333723813194, 34.450032453623976, 34.493333723813194, 34.579936264191645, 34.62323753438086]"
4013422629,"[-112.41629999999999, -112.34129999999999, -112.34129999999999, -112.41629999999999, -112.4913, -112.4913, -112.41629999999999]","[34.40673118343476, 34.36342991324554, 34.27682737286709, 34.23352610267787, 34.27682737286709, 34.36342991324554, 34.40673118343476]"
4013422630,"[-111.9663, -111.8913, -111.8913, -111.9663, -112.0413, -112.0413, -111.9663]","[34.66653880457009, 34.62323753438087, 34.53663499400242, 34.4933337238132, 34.53663499400242, 34.62323753438087, 34.66653880457009]"
4013422633,"[-112.8663, -112.79129999999999, -112.79129999999999, -112.8663, -112.9413, -112.9413, -112.8663]","[33.540705779650324, 33.497404509461106, 33.410801969082655, 33.36750069889344, 33.410801969082655, 33.497404509461106, 33.540705779650324]"
4013216839,"[-112.4913, -112.41629999999999, -112.41629999999999, -112.4913, -112.5663, -112.5663, -112.4913]","[34.36342991324553, 34.320128643056314, 34.233526102677864, 34.190224832488646, 34.233526102677864, 34.320128643056314, 34.36342991324553]"
4013216840,"[-112.6413, -112.5663, -112.5663, -112.6413, -112.7163, -112.7163, -112.6413]","[34.190224832488646, 34.14692356229943, 34.06032102192098, 34.01701975173176, 34.06032102192098, 34.14692356229943, 34.190224832488646]"
4013216841,"[-112.5663, -112.4913, -112.4913, -112.5663, -112.6413, -112.6413, -112.5663]","[34.320128643056314, 34.276827372867096, 34.190224832488646, 34.14692356229943, 34.190224832488646, 34.276827372867096, 34.320128643056314]"
4013216842,"[-112.3413, -112.2663, -112.2663, -112.3413, -112.4163, -112.4163, -112.3413]","[34.53663499400242, 34.4933337238132, 34.40673118343475, 34.36342991324553, 34.40673118343475, 34.4933337238132, 34.53663499400242]"
4013216844,"[-112.41629999999999, -112.34129999999999, -112.34129999999999, -112.41629999999999, -112.4913, -112.4913, -112.41629999999999]","[34.4933337238132, 34.45003245362398, 34.36342991324553, 34.320128643056314, 34.36342991324553, 34.45003245362398, 34.4933337238132]"
4013216845,"[-112.7163, -112.6413, -112.6413, -112.7163, -112.7913, -112.7913, -112.7163]","[34.14692356229943, 34.10362229211021, 34.01701975173176, 33.97371848154254, 34.01701975173176, 34.10362229211021, 34.14692356229943]"
4013612700,"[-112.2663, -112.1913, -112.1913, -112.2663, -112.3413, -112.3413, -112.2663]","[34.579936264191645, 34.536634994002426, 34.450032453623976, 34.40673118343476, 34.450032453623976, 34.536634994002426, 34.579936264191645]"
4013612800,"[-112.6413, -112.5663, -112.5663, -112.6413, -112.7163, -112.7163, -112.6413]","[34.27682737286709, 34.23352610267787, 34.14692356229942, 34.1036222921102, 34.14692356229942, 34.23352610267787, 34.27682737286709]"
4013613300,"[-112.4913, -112.41629999999999, -112.41629999999999, -112.4913, -112.5663, -112.5663, -112.4913]","[34.450032453623976, 34.40673118343476, 34.32012864305631, 34.27682737286709, 34.32012864305631, 34.40673118343476, 34.450032453623976]"
4013613800,"[-112.79129999999999, -112.71629999999999, -112.71629999999999, -112.79129999999999, -112.8663, -112.8663, -112.79129999999999]","[34.01701975173176, 33.97371848154254, 33.88711594116409, 33.84381467097487, 33.88711594116409, 33.97371848154254, 34.01701975173176]"
4013613900,"[-112.8663, -112.79129999999999, -112.79129999999999, -112.8663, -112.9413, -112.9413, -112.8663]","[33.8871159411641, 33.84381467097488, 33.75721213059643, 33.71391086040721, 33.75721213059643, 33.84381467097488, 33.8871159411641]"
4013614000,"[-112.79129999999999, -112.71629999999999, -112.71629999999999, -112.79129999999999, -112.8663, -112.8663, -112.79129999999999]","[34.1036222921102, 34.060321021920984, 33.973718481542534, 33.930417211353316, 33.973718481542534, 34.060321021920984, 34.1036222921102]"
4027010910,"[-114.29129999999999, -114.21629999999999, -114.21629999999999, -114.29129999999999, -114.3663, -114.3663, -114.29129999999999]","[32.804584186433544, 32.761282916244326, 32.674680375865876, 32.63137910567666, 32.674680375865876, 32.761282916244326, 32.804584186433544]"
4027011108,"[-114.3663, -114.29129999999999, -114.29129999999999, -114.3663, -114.4413, -114.4413, -114.3663]","[32.67468037586588, 32.631379105676665, 32.544776565298214, 32.501475295108996, 32.544776565298214, 32.631379105676665, 32.67468037586588]"
4013060802,"[-112.8663, -112.79129999999999, -112.79129999999999, -112.8663, -112.9413, -112.9413, -112.8663]","[33.97371848154254, 33.93041721135332, 33.84381467097487, 33.800513400785654, 33.84381467097487, 33.93041721135332, 33.97371848154254]"
4013060901,"[-112.9413, -112.8663, -112.8663, -112.9413, -113.0163, -113.0163, -112.9413]","[33.670609590217985, 33.62730832002877, 33.54070577965032, 33.4974045094611, 33.54070577965032, 33.62730832002877, 33.670609590217985]"
4013060902,"[-112.9413, -112.8663, -112.8663, -112.9413, -113.0163, -113.0163, -112.9413]","[33.75721213059643, 33.71391086040721, 33.62730832002876, 33.58400704983954, 33.62730832002876, 33.71391086040721, 33.75721213059643]"
4013060903,"[-112.9413, -112.8663, -112.8663, -112.9413, -113.0163, -113.0163, -112.9413]","[33.58400704983954, 33.540705779650324, 33.45410323927187, 33.410801969082655, 33.45410323927187, 33.540705779650324, 33.58400704983954]"
4013061010,"[-112.9413, -112.8663, -112.8663, -112.9413, -113.0163, -113.0163, -112.9413]","[33.4974045094611, 33.45410323927188, 33.36750069889343, 33.32419942870421, 33.36750069889343, 33.45410323927188, 33.4974045094611]"
4013061011,"[-112.8663, -112.79129999999999, -112.79129999999999, -112.8663, -112.9413, -112.9413, -112.8663]","[33.28089815851499, 33.23759688832577, 33.15099434794732, 33.1076930777581, 33.15099434794732, 33.23759688832577, 33.28089815851499]"
